incident_id,supplier_id,incident_date,severity,incident_type,description,resolution
INC00166,SUP011,2026-03-16,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported material availability constraints.,Supplier committed to weekly status updates and a corrective action plan.
INC00167,SUP011,2026-04-10,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by material availability constraints.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00168,SUP011,2026-04-05,High,Delivery Delay,"Repeated delivery delays were observed, with material availability constraints cited as a contributing factor.",Additional staffing and management oversight were introduced.
INC00169,SUP011,2026-05-15,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and material availability constraints.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00170,SUP011,2026-05-22,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to material availability constraints.,Additional staffing and management oversight were introduced.
INC00171,SUP011,2026-05-06,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by material availability constraints.",Additional staffing and management oversight were introduced.
INC00172,SUP011,2026-06-21,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside material availability constraints.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00173,SUP011,2026-06-19,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside material availability constraints.,Additional staffing and management oversight were introduced.
INC00174,SUP011,2026-06-04,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside material availability constraints.,Supplier committed to weekly status updates and a corrective action plan.
INC00175,SUP011,2026-06-22,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to material availability constraints.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00176,SUP012,2025-01-13,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside subcontractor performance issues.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00177,SUP012,2025-07-11,High,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside subcontractor performance issues.,Additional staffing and management oversight were introduced.
INC00178,SUP012,2026-02-24,High,Delivery Delay,"Repeated delivery delays were observed, with subcontractor performance issues cited as a contributing factor.",Supplier committed to weekly status updates and a corrective action plan.
INC00179,SUP012,2026-03-02,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported subcontractor performance issues.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00180,SUP012,2026-06-22,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported subcontractor performance issues.,Additional staffing and management oversight were introduced.
INC00181,SUP013,2025-02-11,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",Additional staffing and management oversight were introduced.
INC00182,SUP013,2025-05-26,Medium,Delivery Delay,"Repeated delivery delays were observed, with warehouse staffing shortage cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00183,SUP013,2025-06-03,Medium,Delivery Delay,"Repeated delivery delays were observed, with warehouse staffing shortage cited as a contributing factor.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00184,SUP013,2025-06-20,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported warehouse staffing shortage.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00185,SUP013,2026-02-25,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and warehouse staffing shortage.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00186,SUP013,2026-02-27,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and warehouse staffing shortage.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00187,SUP014,2025-07-15,Low,Delivery Delay,"Repeated delivery delays were observed, with logistics network disruption cited as a contributing factor.",Supplier committed to weekly status updates and a corrective action plan.
INC00188,SUP014,2025-09-09,Critical,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC00189,SUP014,2026-06-14,Low,Delivery Delay,"Repeated delivery delays were observed, with logistics network disruption cited as a contributing factor.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00190,SUP015,2025-01-19,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to system integration delays.,Additional staffing and management oversight were introduced.
INC00191,SUP015,2025-02-15,High,System/Integration Issue,Operational processing was delayed by system/integration problems and system integration delays.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00192,SUP015,2025-03-13,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was system integration delays.,An improvement plan was agreed with fortnightly performance checkpoints.
