supplier_id,month,sla_compliance,on_time_delivery_rate,defect_rate,invoice_accuracy,avg_resolution_days,escalation_count,order_fulfillment_rate
SUP082,2025-05-01,96.6,94.2,1.93,97.98,2.72,1,93.01
SUP082,2025-06-01,95.96,99.04,1.13,97.58,2.83,1,98.0
SUP082,2025-07-01,93.57,97.03,1.69,99.0,0.78,0,96.98
SUP082,2025-08-01,96.22,94.98,2.0,97.15,2.16,0,94.08
SUP082,2025-09-01,96.41,94.47,1.1,98.09,4.03,0,96.35
SUP082,2025-10-01,95.24,95.38,1.7,97.63,2.01,1,93.93
SUP082,2025-11-01,95.21,93.06,2.42,96.76,1.81,1,93.11
SUP082,2025-12-01,93.09,93.81,2.05,98.63,3.79,3,93.6
SUP082,2026-01-01,95.21,94.42,1.11,97.63,2.04,0,94.23
SUP082,2026-02-01,94.91,93.28,1.92,98.06,1.81,0,92.47
SUP082,2026-03-01,98.26,94.64,1.85,98.77,1.66,1,95.19
SUP082,2026-04-01,96.96,95.81,2.11,97.05,2.21,0,93.64
SUP082,2026-05-01,98.13,94.13,2.05,97.61,2.4,1,93.9
SUP082,2026-06-01,97.2,95.74,2.02,98.17,2.48,2,93.85
SUP083,2025-01-01,97.16,96.25,1.68,97.65,2.35,0,95.86
SUP083,2025-02-01,96.6,96.65,2.12,97.83,0.79,0,96.06
SUP083,2025-03-01,96.66,97.81,1.03,98.84,2.16,0,97.17
SUP083,2025-04-01,97.45,96.19,1.39,97.9,1.86,0,94.67
SUP083,2025-05-01,97.53,95.85,1.18,98.62,1.29,0,95.82
SUP083,2025-06-01,96.91,95.08,1.46,98.01,2.36,1,93.87
SUP083,2025-07-01,95.2,96.11,1.28,97.16,2.38,0,96.58
SUP083,2025-08-01,98.24,96.91,0.74,96.82,2.62,0,95.21
SUP083,2025-09-01,97.13,95.81,1.24,98.39,1.31,1,95.97
SUP083,2025-10-01,97.24,98.23,1.68,98.44,1.9,1,97.73
SUP083,2025-11-01,96.47,97.76,0.81,97.78,3.1,0,97.4
SUP083,2025-12-01,95.76,94.5,0.8,97.5,1.51,1,94.38
SUP083,2026-01-01,96.59,96.05,1.51,97.15,2.26,0,95.45
SUP083,2026-02-01,96.81,96.35,0.67,97.89,1.92,0,96.46
SUP083,2026-03-01,97.33,98.1,2.4,97.26,1.84,0,96.95
SUP083,2026-04-01,98.08,97.03,2.09,97.52,3.15,0,97.22
SUP083,2026-05-01,97.54,98.41,1.57,98.76,1.76,0,97.38
SUP083,2026-06-01,96.51,97.58,1.99,97.3,2.15,1,95.57
SUP084,2025-01-01,90.32,88.74,5.81,91.87,5.2,1,88.96
SUP084,2025-02-01,91.19,89.16,5.69,93.04,4.52,2,89.13
SUP084,2025-03-01,89.17,90.96,6.86,91.77,6.05,3,91.04
SUP084,2025-04-01,87.55,88.82,6.87,91.39,6.38,4,87.59
SUP084,2025-05-01,90.15,89.59,5.94,93.64,5.54,4,89.4
SUP084,2025-06-01,89.86,90.33,6.1,92.84,5.38,2,89.98
SUP084,2025-07-01,88.12,89.83,5.71,92.97,5.87,2,89.04
SUP084,2025-08-01,90.96,88.13,6.42,92.36,6.08,5,87.94
SUP084,2025-09-01,89.86,86.48,5.17,92.41,4.88,1,85.85
SUP084,2025-10-01,88.73,86.68,5.2,90.8,5.7,2,86.03
SUP084,2025-11-01,88.39,87.79,6.25,91.44,6.02,3,86.84
SUP084,2025-12-01,86.94,87.1,5.39,92.29,4.92,3,85.88
SUP084,2026-01-01,89.83,88.78,6.48,91.48,5.77,3,87.8
SUP084,2026-02-01,90.43,88.69,7.02,91.07,4.64,1,88.4
SUP084,2026-03-01,87.24,87.22,5.22,91.26,5.66,4,86.63
SUP084,2026-04-01,89.19,88.39,6.18,91.03,5.82,5,88.17
SUP084,2026-05-01,90.78,88.19,6.18,89.85,6.26,2,87.56
SUP084,2026-06-01,87.53,88.31,6.76,91.34,5.36,0,87.13
SUP085,2025-01-01,96.68,94.14,1.93,97.55,1.8,0,94.76
SUP085,2025-02-01,96.98,97.67,2.18,96.94,1.3,1,96.99
SUP085,2025-03-01,95.25,94.58,1.35,97.86,3.59,0,94.86
SUP085,2025-04-01,95.52,96.65,1.78,97.28,1.95,2,95.7
SUP085,2025-05-01,96.6,94.85,1.06,98.59,2.68,1,94.33
SUP085,2025-06-01,97.31,95.8,1.7,97.24,2.1,0,95.71
SUP085,2025-07-01,96.52,93.61,2.23,98.25,1.36,1,94.12
SUP085,2025-08-01,94.39,94.53,2.97,97.46,2.55,1,93.9
SUP085,2025-09-01,94.81,93.86,0.89,97.98,2.83,0,92.49
SUP085,2025-10-01,95.89,94.14,1.45,97.61,1.17,0,93.52
SUP085,2025-11-01,97.3,95.01,1.32,96.85,2.06,1,94.08
SUP085,2025-12-01,95.41,95.55,0.92,99.28,1.42,0,95.27
SUP085,2026-01-01,95.89,94.71,1.94,98.37,2.94,1,92.83
SUP085,2026-02-01,96.53,96.82,2.04,97.56,2.33,0,96.35
SUP085,2026-03-01,97.19,96.84,1.79,95.64,3.37,0,97.0
SUP085,2026-04-01,95.53,95.38,1.49,97.41,1.72,0,93.26
SUP085,2026-05-01,97.66,97.17,1.59,98.08,2.5,0,97.01
SUP085,2026-06-01,97.4,96.84,1.84,97.04,1.99,0,96.28
SUP086,2025-01-01,96.89,96.52,2.03,98.21,1.36,0,95.69
SUP086,2025-02-01,99.42,96.25,2.1,98.7,2.06,0,94.79
SUP086,2025-03-01,99.48,97.49,3.1,97.51,3.69,0,95.92
SUP086,2025-04-01,97.64,98.1,2.58,97.13,2.09,0,97.74
SUP086,2025-05-01,96.96,96.61,3.41,99.37,1.19,2,95.97
SUP086,2025-06-01,97.92,94.85,1.23,98.14,2.27,0,94.99
SUP086,2025-07-01,97.1,97.36,1.76,99.3,1.71,0,97.14
SUP086,2025-08-01,97.48,94.79,2.86,96.65,3.4,0,93.85
SUP086,2025-09-01,98.05,96.63,1.4,98.48,3.51,2,96.47
SUP086,2025-10-01,95.38,95.11,0.72,97.67,2.02,0,94.02
SUP086,2025-11-01,96.26,94.68,1.62,98.28,2.25,1,94.23
SUP086,2025-12-01,95.49,95.43,2.12,98.46,2.04,0,95.71
SUP086,2026-01-01,96.11,95.88,2.62,98.13,2.01,0,95.61
SUP086,2026-02-01,100.0,95.94,1.24,97.87,2.03,1,95.18
SUP086,2026-03-01,98.43,96.3,1.48,98.82,1.03,1,95.99
SUP086,2026-04-01,99.56,96.52,2.03,98.02,3.11,0,95.43
SUP086,2026-05-01,97.67,98.1,1.35,98.02,2.13,0,98.62
SUP086,2026-06-01,96.94,96.77,1.38,97.74,0.88,0,95.45
SUP087,2025-01-01,96.46,95.88,1.74,98.3,3.95,0,93.31
SUP087,2025-02-01,95.63,93.84,1.93,96.63,4.18,1,94.06
SUP087,2025-03-01,97.47,96.56,2.17,95.11,1.84,0,95.51
SUP087,2025-04-01,95.79,97.31,3.64,96.39,2.69,0,97.04
SUP087,2025-05-01,93.35,92.34,1.74,97.1,1.67,0,92.42
SUP087,2025-06-01,96.21,93.01,1.94,97.06,3.81,0,92.78
SUP087,2025-07-01,92.22,92.44,2.99,95.56,1.62,0,91.37
SUP087,2025-08-01,92.07,91.27,2.54,95.16,3.95,1,90.74
SUP087,2025-09-01,91.75,89.96,2.97,95.46,2.66,0,89.09
SUP087,2025-10-01,93.31,90.67,2.24,96.2,2.95,2,89.59
SUP087,2025-11-01,89.69,89.92,3.78,95.97,3.79,0,87.44
SUP087,2025-12-01,89.69,87.63,2.75,96.06,3.17,1,87.49
SUP087,2026-01-01,89.06,90.24,3.6,95.04,3.53,1,90.97
SUP087,2026-02-01,93.29,91.45,4.51,93.96,3.36,0,92.0
SUP087,2026-03-01,88.88,91.05,4.36,93.53,3.2,3,90.24
SUP087,2026-04-01,89.41,88.09,3.71,93.21,2.4,2,87.37
SUP087,2026-05-01,89.36,85.95,3.99,95.24,3.94,0,84.92
SUP087,2026-06-01,86.75,88.45,3.88,93.69,3.25,2,88.89
SUP088,2025-01-01,90.59,87.29,6.35,91.86,5.91,6,86.47
SUP088,2025-02-01,92.14,90.66,5.57,91.46,5.77,1,91.86
SUP088,2025-03-01,89.14,92.52,5.47,93.47,6.1,0,93.22
SUP088,2025-04-01,90.96,92.44,6.71,92.14,5.02,2,90.63
SUP088,2025-05-01,90.99,89.4,6.72,91.11,5.87,2,89.47
SUP088,2025-06-01,92.02,91.92,5.95,91.65,5.43,0,91.86
SUP088,2025-07-01,89.8,89.5,5.68,91.68,5.73,4,88.89
SUP088,2025-08-01,90.13,89.43,5.53,91.07,5.14,4,89.24
SUP088,2025-09-01,90.4,87.9,5.48,91.25,3.76,5,86.45
SUP088,2025-10-01,89.58,86.26,5.61,91.72,5.05,2,85.28
SUP088,2025-11-01,89.91,85.96,6.01,91.51,5.83,0,85.99
SUP088,2025-12-01,85.64,89.71,6.18,90.5,6.24,2,88.78
SUP088,2026-01-01,88.51,87.1,6.63,91.52,5.81,4,86.43
SUP088,2026-02-01,88.88,89.97,6.33,91.97,4.8,2,89.5
SUP088,2026-03-01,87.3,87.07,6.7,91.9,5.69,7,86.53
SUP088,2026-04-01,88.4,88.64,6.16,91.28,5.6,6,88.31
SUP088,2026-05-01,89.57,89.64,6.52,91.65,6.57,1,88.33
SUP088,2026-06-01,90.21,88.74,6.49,90.81,6.1,6,88.18
SUP089,2025-01-01,95.11,95.79,1.78,98.83,2.42,0,93.56
SUP089,2025-02-01,94.56,93.68,2.95,96.48,1.61,0,93.51
SUP089,2025-03-01,96.4,95.97,2.59,98.53,1.42,1,93.66
SUP089,2025-04-01,97.27,96.04,2.13,95.88,2.12,0,94.35
SUP089,2025-05-01,94.27,93.62,3.11,94.9,2.8,0,93.36
SUP089,2025-06-01,93.03,92.15,2.93,96.21,2.68,0,92.34
SUP089,2025-07-01,93.54,91.82,2.66,95.21,2.73,1,92.23
SUP089,2025-08-01,92.86,90.57,3.2,95.17,3.86,1,90.91
SUP089,2025-09-01,90.62,92.22,3.26,97.28,2.84,0,90.2
SUP089,2025-10-01,88.56,87.67,2.85,95.92,1.97,0,86.75
SUP089,2025-11-01,92.18,90.77,3.61,96.16,3.54,0,91.19
SUP089,2025-12-01,88.95,89.16,3.63,93.17,3.07,3,89.38
SUP089,2026-01-01,87.36,90.01,3.17,95.38,4.27,2,88.69
SUP089,2026-02-01,86.89,87.91,3.07,94.92,3.65,0,87.65
SUP089,2026-03-01,89.97,89.01,3.97,94.01,2.68,0,88.47
SUP089,2026-04-01,89.31,89.33,4.06,94.99,3.23,0,88.45
SUP089,2026-05-01,88.09,88.47,3.44,95.35,4.05,2,88.72
SUP089,2026-06-01,88.34,85.61,5.5,93.24,4.83,2,85.09
SUP090,2025-01-01,98.41,98.07,1.53,98.07,3.07,0,97.12
SUP090,2025-02-01,97.79,97.31,1.85,97.37,2.02,0,96.89
SUP090,2025-03-01,100.0,98.65,1.96,97.39,1.62,0,98.96
SUP090,2025-04-01,98.57,97.91,1.63,97.2,1.65,0,97.98
SUP090,2025-05-01,99.86,97.32,1.51,98.09,2.67,0,96.1
SUP090,2025-06-01,96.58,98.57,1.8,97.96,1.71,1,98.68
SUP090,2025-07-01,98.32,95.39,0.95,97.27,1.93,0,95.0
SUP090,2025-08-01,98.43,97.87,2.9,96.7,1.6,1,96.68
SUP090,2025-09-01,97.19,98.0,2.37,98.85,1.91,0,97.75
SUP090,2025-10-01,95.11,97.76,2.21,97.72,3.11,2,98.28
SUP090,2025-11-01,96.73,96.22,2.01,98.68,2.61,1,95.48
SUP090,2025-12-01,95.51,98.27,1.03,97.72,1.28,1,98.2
SUP090,2026-01-01,98.96,96.94,1.55,97.89,3.05,0,97.35
SUP090,2026-02-01,97.26,97.66,1.99,97.16,2.72,2,98.07
SUP090,2026-03-01,97.73,96.63,1.89,97.84,1.4,0,95.69
SUP090,2026-04-01,98.77,97.58,1.95,97.5,2.33,0,97.29
SUP090,2026-05-01,100.0,98.86,1.64,97.58,0.5,0,97.73
SUP090,2026-06-01,97.42,95.18,1.16,98.36,2.14,1,93.91
SUP091,2025-01-01,98.25,93.58,1.12,97.71,2.96,1,93.57
SUP091,2025-02-01,95.45,97.82,1.5,100.0,1.68,0,96.72
SUP091,2025-03-01,96.81,97.29,2.22,97.82,2.79,1,96.8
SUP091,2025-04-01,96.74,97.0,1.9,96.5,2.32,0,97.53
SUP091,2025-05-01,97.61,96.58,2.86,98.18,2.93,1,95.55
SUP091,2025-06-01,96.94,96.26,1.22,98.06,2.95,0,94.49
SUP091,2025-07-01,99.28,93.64,1.14,96.55,2.64,1,93.31
SUP091,2025-08-01,97.34,93.96,1.11,98.0,3.04,2,92.7
SUP091,2025-09-01,95.76,94.11,0.86,96.85,1.53,0,94.58
SUP091,2025-10-01,96.71,95.18,3.02,96.64,2.31,0,95.5
SUP091,2025-11-01,96.71,96.6,1.85,99.11,0.68,0,94.92
SUP091,2025-12-01,97.94,96.6,2.48,96.47,2.76,1,93.99
SUP091,2026-01-01,97.52,93.45,2.01,97.42,3.02,1,91.74
SUP091,2026-02-01,98.78,95.62,1.72,98.41,1.95,0,95.09
SUP091,2026-03-01,96.76,94.09,1.93,96.41,1.5,1,95.0
SUP091,2026-04-01,96.2,97.65,1.68,97.79,1.28,0,96.85
SUP091,2026-05-01,97.93,98.06,2.33,97.8,0.9,1,98.18
SUP091,2026-06-01,96.48,96.79,3.14,97.61,2.2,1,95.59
SUP092,2025-01-01,99.21,96.09,1.63,99.37,2.64,2,94.87
SUP092,2025-02-01,98.51,94.78,1.95,98.17,2.45,0,93.09
SUP092,2025-03-01,98.81,97.37,2.43,99.79,2.84,0,96.52
SUP092,2025-04-01,98.74,97.47,2.99,97.4,3.01,0,98.15
SUP092,2025-05-01,98.12,96.63,2.12,98.07,1.48,0,95.25
SUP092,2025-06-01,99.87,97.35,1.78,98.56,1.8,0,96.99
SUP092,2025-07-01,95.96,96.81,1.56,97.81,2.45,0,96.99
SUP092,2025-08-01,96.86,95.25,1.34,97.52,2.06,0,94.49
SUP092,2025-09-01,95.74,97.63,2.32,97.28,3.06,0,97.26
SUP092,2025-10-01,97.26,95.81,2.1,98.15,1.96,2,94.69
SUP092,2025-11-01,97.51,95.5,2.36,98.16,2.31,0,93.65
SUP092,2025-12-01,96.42,95.83,1.12,98.58,1.79,1,95.29
SUP092,2026-01-01,97.72,95.02,0.57,98.37,0.72,1,94.65
SUP092,2026-02-01,99.54,97.01,2.68,97.64,0.54,0,95.15
SUP092,2026-03-01,98.95,96.67,1.98,98.78,2.14,1,95.37
SUP092,2026-04-01,99.32,96.53,1.57,98.81,2.3,1,95.51
SUP092,2026-05-01,98.67,97.25,2.0,97.67,1.79,0,97.13
SUP092,2026-06-01,100.0,98.23,1.27,99.63,1.9,0,97.01
SUP093,2025-01-01,96.15,95.18,1.31,99.3,1.65,1,94.44
SUP093,2025-02-01,96.87,96.52,2.21,99.14,1.34,0,97.16
SUP093,2025-03-01,96.58,96.48,0.89,99.28,1.3,0,95.49
SUP093,2025-04-01,98.8,95.28,1.33,97.48,0.67,1,95.26
SUP093,2025-05-01,98.42,95.6,0.75,99.03,1.73,0,93.52
SUP093,2025-06-01,96.52,96.47,0.98,99.35,2.56,0,96.58
SUP093,2025-07-01,97.69,96.64,1.74,98.93,1.57,1,94.89
SUP093,2025-08-01,96.25,95.39,0.1,97.71,1.42,0,94.23
SUP093,2025-09-01,94.22,94.58,0.95,99.96,1.27,2,93.4
SUP093,2025-10-01,95.59,92.92,1.07,98.98,1.9,1,92.41
SUP093,2025-11-01,94.67,94.64,2.26,99.53,2.43,0,94.69
SUP093,2025-12-01,95.24,95.76,1.1,98.61,1.45,1,94.37
SUP093,2026-01-01,94.68,96.37,1.96,98.85,1.33,0,96.66
SUP093,2026-02-01,96.8,94.97,0.17,98.88,0.82,0,93.58
SUP093,2026-03-01,99.25,96.74,1.76,99.32,1.43,0,94.94
SUP093,2026-04-01,96.02,98.52,1.5,98.22,1.92,3,97.94
SUP093,2026-05-01,96.93,98.18,1.61,97.65,2.02,0,97.65
SUP093,2026-06-01,97.11,97.88,1.74,98.4,1.66,0,98.73
SUP094,2025-01-01,100.0,95.19,1.19,98.96,1.9,0,95.83
SUP094,2025-02-01,96.73,99.54,0.66,98.6,3.17,0,98.77
SUP094,2025-03-01,99.83,99.43,0.47,98.43,1.91,2,98.59
SUP094,2025-04-01,99.43,99.1,0.73,98.57,1.85,0,98.79
SUP094,2025-05-01,98.58,96.77,2.22,99.12,2.45,1,97.47
SUP094,2025-06-01,95.84,99.44,1.24,99.17,0.83,1,97.55
SUP094,2025-07-01,97.2,98.29,1.3,98.9,3.0,0,96.79
SUP094,2025-08-01,97.95,96.99,1.95,99.23,1.63,0,95.49
SUP094,2025-09-01,98.6,91.67,1.44,99.17,1.68,1,90.62
SUP094,2025-10-01,96.8,98.56,1.63,99.43,2.05,1,98.15
SUP094,2025-11-01,98.36,96.95,2.25,99.88,1.26,0,98.13
SUP094,2025-12-01,98.25,96.11,2.24,99.2,1.14,0,96.18
SUP094,2026-01-01,97.56,96.99,0.79,99.22,1.97,0,97.81
SUP094,2026-02-01,98.67,98.5,1.6,99.44,2.8,0,95.86
SUP094,2026-03-01,100.0,95.82,0.1,98.99,2.05,0,94.76
SUP094,2026-04-01,98.4,97.31,0.9,98.84,2.29,1,96.35
SUP094,2026-05-01,98.38,99.56,0.69,98.09,1.91,1,97.98
SUP094,2026-06-01,100.0,97.0,2.02,97.09,2.45,0,95.72
SUP095,2025-01-01,95.15,93.18,2.08,98.46,2.42,0,92.99
SUP095,2025-02-01,96.8,92.02,2.16,96.38,3.64,0,93.19
SUP095,2025-03-01,93.32,92.62,2.96,97.26,2.42,0,91.54
SUP095,2025-04-01,93.08,94.14,2.77,96.2,2.98,1,94.71
SUP095,2025-05-01,94.43,94.28,2.86,96.71,2.69,0,93.73
SUP095,2025-06-01,91.56,93.22,1.91,96.26,2.56,0,92.58
SUP095,2025-07-01,91.12,91.93,2.96,95.35,3.83,0,90.92
SUP095,2025-08-01,92.61,92.19,3.37,95.41,1.96,0,90.81
SUP095,2025-09-01,90.55,85.1,3.65,96.21,2.82,1,85.15
SUP095,2025-10-01,90.94,87.33,3.26,95.14,2.52,0,85.78
SUP095,2025-11-01,90.47,89.53,2.48,94.01,3.28,0,89.43
SUP095,2025-12-01,90.97,88.52,3.83,95.67,3.26,1,88.51
SUP095,2026-01-01,87.55,90.32,4.09,94.25,2.69,4,89.58
SUP095,2026-02-01,87.76,88.01,3.12,94.89,3.89,1,87.61
SUP095,2026-03-01,90.01,89.15,4.66,95.47,3.34,0,88.03
SUP095,2026-04-01,86.46,86.14,3.3,94.03,3.26,4,84.7
SUP095,2026-05-01,89.44,87.6,3.75,94.44,3.56,2,87.24
SUP095,2026-06-01,87.21,86.88,5.26,94.27,3.92,3,88.43
SUP096,2025-01-01,91.04,88.67,5.59,92.32,4.43,2,89.59
SUP096,2025-02-01,89.04,90.18,5.96,90.84,7.47,1,90.51
SUP096,2025-03-01,88.53,88.15,6.19,92.98,5.55,3,87.43
SUP096,2025-04-01,89.62,88.9,5.75,92.77,7.39,0,88.41
SUP096,2025-05-01,89.86,87.74,6.29,92.24,5.54,2,86.96
SUP096,2025-06-01,89.47,89.48,6.35,91.77,5.52,7,88.37
SUP096,2025-07-01,87.42,88.0,6.33,91.55,4.81,3,87.07
SUP096,2025-08-01,87.98,86.38,5.65,90.63,6.21,5,85.59
SUP096,2025-09-01,87.95,86.25,5.37,91.79,6.21,6,84.71
SUP096,2025-10-01,86.64,86.78,6.61,92.0,5.63,6,86.54
SUP096,2025-11-01,86.62,84.94,4.82,90.44,6.61,4,84.34
SUP096,2025-12-01,87.43,88.57,7.03,92.85,4.4,2,89.45
SUP096,2026-01-01,86.23,89.03,5.7,90.47,5.14,3,89.92
SUP096,2026-02-01,90.19,88.17,5.85,91.22,6.95,3,87.35
SUP096,2026-03-01,88.13,87.75,5.73,91.93,5.01,1,87.42
SUP096,2026-04-01,89.31,87.44,5.7,92.01,6.35,0,87.41
SUP096,2026-05-01,88.4,87.02,6.92,91.81,5.96,4,86.21
SUP096,2026-06-01,85.35,87.16,6.17,91.25,6.08,4,87.34
SUP097,2025-01-01,87.18,89.01,5.38,91.91,5.79,8,88.87
SUP097,2025-02-01,89.73,85.91,6.19,92.54,4.47,6,86.31
SUP097,2025-03-01,87.83,88.32,5.49,91.78,6.21,8,87.16
SUP097,2025-04-01,89.68,89.0,5.53,92.86,4.49,0,88.73
SUP097,2025-05-01,89.14,86.86,5.48,92.91,4.05,1,86.21
SUP097,2025-06-01,88.87,87.13,5.29,91.56,4.77,2,85.35
SUP097,2025-07-01,88.32,90.03,3.52,94.06,3.45,0,89.84
SUP097,2025-08-01,91.7,90.31,4.57,92.81,4.24,1,90.46
SUP097,2025-09-01,90.99,87.84,4.53,93.35,4.32,4,86.98
SUP097,2025-10-01,89.52,89.86,4.75,91.99,5.97,5,89.74
SUP097,2025-11-01,93.13,88.75,4.45,94.59,4.43,0,87.37
SUP097,2025-12-01,91.37,88.88,3.61,94.2,4.88,1,89.52
SUP097,2026-01-01,90.16,95.05,4.6,94.0,4.75,1,93.16
SUP097,2026-02-01,94.47,91.13,3.54,93.63,4.28,1,91.59
SUP097,2026-03-01,94.39,93.17,3.41,94.53,5.29,0,93.31
SUP097,2026-04-01,94.4,91.18,3.94,94.61,3.76,0,90.05
SUP097,2026-05-01,93.29,91.33,3.37,95.78,4.96,0,90.82
SUP097,2026-06-01,95.27,92.13,4.01,94.52,4.12,0,91.73
SUP098,2025-01-01,96.24,100.0,1.59,98.57,2.81,0,98.84
SUP098,2025-02-01,99.47,96.54,1.41,98.04,2.12,1,94.92
SUP098,2025-03-01,99.57,97.67,2.13,96.36,1.77,1,97.01
SUP098,2025-04-01,100.0,98.99,1.53,97.89,2.49,0,97.27
SUP098,2025-05-01,97.48,98.17,2.2,97.75,1.82,0,97.02
SUP098,2025-06-01,97.89,96.08,2.43,98.32,2.91,0,93.83
SUP098,2025-07-01,99.35,96.12,2.06,97.55,1.88,1,95.19
SUP098,2025-08-01,97.59,95.24,0.96,99.69,2.43,1,92.98
SUP098,2025-09-01,98.09,92.75,3.26,96.52,2.06,1,92.02
SUP098,2025-10-01,94.88,96.15,2.43,97.33,1.23,0,95.92
SUP098,2025-11-01,96.69,94.83,2.09,98.48,1.45,2,94.18
SUP098,2025-12-01,99.35,96.59,1.13,98.31,2.08,1,95.53
SUP098,2026-01-01,98.11,96.99,2.93,98.96,2.78,0,96.12
SUP098,2026-02-01,97.31,98.93,1.88,97.54,2.03,0,97.58
SUP098,2026-03-01,99.54,97.99,1.78,97.46,0.71,0,98.09
SUP098,2026-04-01,97.84,98.24,2.25,97.9,3.19,0,97.85
SUP098,2026-05-01,98.7,99.18,1.86,98.11,1.04,0,97.8
SUP098,2026-06-01,96.08,99.21,2.07,97.4,1.62,0,97.58
SUP099,2025-01-01,97.06,95.06,1.87,97.46,2.15,1,95.4
SUP099,2025-02-01,95.73,96.47,1.38,98.2,1.07,0,96.82
SUP099,2025-03-01,97.65,96.16,2.75,98.14,3.56,0,94.52
SUP099,2025-04-01,97.46,97.15,2.47,98.72,2.57,1,95.74
SUP099,2025-05-01,99.15,95.83,1.39,97.28,2.78,0,94.67
SUP099,2025-06-01,97.93,95.6,2.66,96.83,3.36,0,96.75
SUP099,2025-07-01,98.74,97.17,1.56,97.23,1.1,0,97.41
SUP099,2025-08-01,95.05,95.85,0.9,97.21,2.9,0,95.66
SUP099,2025-09-01,96.23,94.64,1.77,97.39,1.79,0,94.72
SUP099,2025-10-01,97.3,96.11,1.29,97.04,2.09,0,96.43
SUP099,2025-11-01,96.03,95.33,1.74,97.63,3.01,1,94.36
SUP099,2025-12-01,97.53,97.56,2.53,99.86,3.05,0,96.39
SUP099,2026-01-01,97.72,98.4,1.27,98.45,1.72,1,97.52
SUP099,2026-02-01,95.68,97.34,1.91,98.12,3.57,0,96.56
SUP099,2026-03-01,97.71,96.85,3.02,98.05,1.8,0,96.6
SUP099,2026-04-01,95.86,95.74,1.11,96.56,1.95,0,94.3
SUP099,2026-05-01,98.32,97.36,1.31,98.71,3.17,0,96.52
SUP099,2026-06-01,95.85,97.68,2.78,98.26,1.78,0,97.51
SUP100,2025-01-01,97.46,96.07,2.35,98.3,1.6,1,95.72
SUP100,2025-02-01,99.18,98.65,2.26,98.1,1.25,0,98.79
SUP100,2025-03-01,99.28,94.32,2.01,97.3,2.19,0,93.0
SUP100,2025-04-01,97.44,97.5,1.44,98.2,2.9,1,97.22
SUP100,2025-05-01,98.57,94.99,1.28,98.48,1.89,0,93.4
SUP100,2025-06-01,95.85,95.85,1.46,97.76,1.58,1,94.57
SUP100,2025-07-01,96.01,98.48,0.75,96.73,3.43,1,97.64
SUP100,2025-08-01,96.97,95.7,1.27,98.65,2.66,0,93.79
SUP100,2025-09-01,96.4,93.42,2.77,97.19,2.44,1,92.31
SUP100,2025-10-01,96.19,95.58,1.35,97.86,1.66,1,93.6
SUP100,2025-11-01,95.72,92.26,2.57,98.36,2.11,0,92.51
SUP100,2025-12-01,98.54,95.38,0.84,98.26,3.04,1,95.67
SUP100,2026-01-01,95.66,97.69,1.76,96.66,2.47,0,97.55
SUP100,2026-02-01,95.94,94.73,2.4,98.2,2.54,1,94.6
SUP100,2026-03-01,97.17,97.92,2.58,97.02,2.05,0,95.91
SUP100,2026-04-01,99.56,95.48,2.5,98.05,2.93,0,95.99
SUP100,2026-05-01,98.04,97.71,1.79,97.8,1.1,1,97.95
SUP100,2026-06-01,96.74,96.31,1.49,98.0,0.98,1,96.69
